[?1049h[22;0;0t[1;33r(B[m[4l[?7h[H[2J| 47%   67C    P2   143W / 400W |   2364MiB / 12288MiB |     27%[71GDefault |[33;104H[1;23H5[1;62H 5[33;104H[1;23H6[1;62H38[33;104H[1;23H4[1;62H27[33;104H[1;63H5[33;104H[1;23H3[1;62H 7[33;104H[1;23H5[33;104H[1;23H6[1;62H36[33;104H[1;23H4[1;62H27[33;104H[1;62H11[33;104H[1;23H6[1;62H32[33;104H[1;23H4[1;62H27[33;104H[1;63H3[33;104H[1;23H3[1;63H1[33;104H[1;62H 8[33;104H[1;23H6[33;104H[1;23H3[1;62H36[33;104H[1;62H28[33;104H[1;63H5[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H36[33;104H[1;23H5[33;104H[H| 46[1;23H3[1;62H27[33;104H[H| 47[1;63H6[33;104H[1;62H12[33;104H[H| 46[33;104H[1;23H6[1;62H28[33;104H[1;23H4[1;63H5[33;104H[1;23H3[1;63H4[33;104H[1;63H5[33;104H[1;23H2[1;62H 4[33;104H[1;23H6[1;62H37[33;104H[1;23H3[33;104H[1;62H25[33;104H[1;23H2[1;62H11[33;104H[1;23H3[33;104H[1;23H6[1;62H3[33;104H[1;23H3[1;62H27[33;104H[1;23H2[1;62H1[33;104H[1;23H5[1;62H26[33;104H[1;23H6[33;104H[1;23H4[1;63H7[33;104H[1;23H3[1;63H1[33;104H[1;23H6[1;63H0[33;104H[1;63H9[33;104H[1;23H3[1;63H7[33;104H[1;63H6[33;104H[1;10H8[1;62H10[33;104H[1;10H7[1;23H5[33;104H[1;23H4[1;62H35[33;104H[1;62H27[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H39[33;104H[1;23H4[1;62H27[33;104H[1;23H3[33;104H[1;62H 6[33;104H[1;23H5[33;104H[1;23H6[1;62H37[33;104H[1;23H4[1;62H2[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H4[1;62H 9[33;104H[1;23H5[1;62H33[33;104H[1;23H4[1;62H28[33;104H[1;23H3[1;62H14[33;104H[1;23H6[1;62H29[33;104H[1;23H5[1;63H7[33;104H[1;23H4[33;104H[33;1H[?1049l[23;0;0t [?1l>| 42%   66C    P2   143W / 400W |   2364MiB / 12288MiB |     28%      Default |
| 42%   66C    P2   145W / 400W |   2364MiB / 12288MiB |     36%      Default |
| 40%   62C    P8    26W / 400W |    109MiB / 12288MiB |      0%      Default |
| 40%   62C    P8    32W / 400W |    109MiB / 12288MiB |      0%      Default |
| 40%   63C    P0    26W / 400W |    166MiB / 12288MiB |      1%      Default |
| 40%   65C    P2   131W / 400W |    484MiB / 12288MiB |      2%      Default |
| 40%   65C    P2   132W / 400W |   1236MiB / 12288MiB |      5%      Default |
| 40%   65C    P2   132W / 400W |   1696MiB / 12288MiB |      4%      Default |
| 40%   69C    P2   218W / 400W |   1762MiB / 12288MiB |     99%      Default |
| 40%   70C    P2   265W / 400W |   1762MiB / 12288MiB |     96%      Default |
| 40%   70C    P2   265W / 400W |   8756MiB / 12288MiB |     96%      Default |
| 40%   71C    P2   260W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 40%   71C    P2   258W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 40%   71C    P2   258W / 400W |   9188MiB / 12288MiB |     99%      Default |
| 40%   72C    P2   256W / 400W |   9344MiB / 12288MiB |     95%      Default |
| 41%   72C    P2   261W / 400W |   9494MiB / 12288MiB |     96%      Default |
| 41%   72C    P2   253W / 400W |   5228MiB / 12288MiB |     92%      Default |
| 41%   72C    P2   251W / 400W |   9826MiB / 12288MiB |     97%      Default |
| 42%   71C    P2   254W / 400W |   2396MiB / 12288MiB |     94%      Default |
| 42%   72C    P2   255W / 400W |   5228MiB / 12288MiB |    100%      Default |
| 42%   72C    P2   261W / 400W |   5226MiB / 12288MiB |     97%      Default |
| 42%   73C    P2   257W / 400W |   9556MiB / 12288MiB |     96%      Default |
| 42%   74C    P2   263W / 400W |   9386MiB / 12288MiB |     96%      Default |
| 43%   74C    P2   262W / 400W |   9232MiB / 12288MiB |     92%      Default |
| 43%   73C    P2   266W / 400W |   8924MiB / 12288MiB |     98%      Default |
| 43%   73C    P2   266W / 400W |   8926MiB / 12288MiB |     96%      Default |
| 44%   73C    P2   270W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 44%   74C    P2   278W / 400W |   5228MiB / 12288MiB |    100%      Default |
| 44%   75C    P2   274W / 400W |   8486MiB / 12288MiB |     97%      Default |
| 45%   74C    P2   279W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 45%   73C    P2   267W / 400W |   4052MiB / 12288MiB |     96%      Default |
| 45%   75C    P2   265W / 400W |   8710MiB / 12288MiB |     96%      Default |
| 46%   75C    P2   265W / 400W |   5228MiB / 12288MiB |     93%      Default |
| 45%   75C    P2   264W / 400W |   8984MiB / 12288MiB |     97%      Default |
| 46%   75C    P2   272W / 400W |   5228MiB / 12288MiB |     98%      Default |
| 46%   73C    P2   258W / 400W |   5226MiB / 12288MiB |     92%      Default |
| 46%   74C    P2   261W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 46%   75C    P2   259W / 400W |   9592MiB / 12288MiB |     97%      Default |
| 46%   74C    P2   260W / 400W |   9772MiB / 12288MiB |     95%      Default |
| 46%   74C    P2   256W / 400W |   7126MiB / 12288MiB |     91%      Default |
| 46%   75C    P2   257W / 400W |   5228MiB / 12288MiB |     97%      Default |
| 46%   75C    P2   263W / 400W |   1762MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   260W / 400W |   9602MiB / 12288MiB |    100%      Default |
| 47%   75C    P2   263W / 400W |   7098MiB / 12288MiB |     94%      Default |
| 47%   75C    P2   265W / 400W |   5228MiB / 12288MiB |     93%      Default |
| 47%   76C    P2   264W / 400W |   9134MiB / 12288MiB |     97%      Default |
| 47%   76C    P2   271W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   271W / 400W |   8836MiB / 12288MiB |     96%      Default |
| 47%   77C    P2   271W / 400W |   6768MiB / 12288MiB |     97%      Default |
| 47%   76C    P2   283W / 400W |   1802MiB / 12288MiB |     96%      Default |
| 47%   77C    P2   282W / 400W |   6634MiB / 12288MiB |     93%      Default |
| 47%   76C    P2   278W / 400W |   1802MiB / 12288MiB |    100%      Default |
| 48%   77C    P2   275W / 400W |   7184MiB / 12288MiB |     99%      Default |
| 48%   76C    P2   271W / 400W |   5228MiB / 12288MiB |     97%      Default |
| 48%   76C    P2   274W / 400W |   3008MiB / 12288MiB |     96%      Default |
| 48%   76C    P2   270W / 400W |   8244MiB / 12288MiB |     96%      Default |
| 48%   77C    P2   263W / 400W |   5228MiB / 12288MiB |     98%      Default |
| 49%   76C    P2   269W / 400W |   8482MiB / 12288MiB |     90%      Default |
| 49%   77C    P2   263W / 400W |   5228MiB / 12288MiB |     97%      Default |
| 49%   77C    P2   265W / 400W |   2048MiB / 12288MiB |     93%      Default |
| 49%   77C    P2   265W / 400W |   9908MiB / 12288MiB |     99%      Default |
| 49%   77C    P2   264W / 400W |   7196MiB / 12288MiB |     98%      Default |
| 49%   77C    P2   268W / 400W |   8790MiB / 12288MiB |     90%      Default |
| 49%   76C    P2   261W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 49%   77C    P2   264W / 400W |   3008MiB / 12288MiB |    100%      Default |
| 49%   77C    P2   270W / 400W |   1762MiB / 12288MiB |     96%      Default |
| 49%   77C    P2   273W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 49%   78C    P2   273W / 400W |   9008MiB / 12288MiB |     96%      Default |
| 49%   76C    P2   272W / 400W |   5228MiB / 12288MiB |     94%      Default |
| 49%   78C    P2   278W / 400W |   5228MiB / 12288MiB |     98%      Default |
| 49%   78C    P2   293W / 400W |   1772MiB / 12288MiB |     99%      Default |
| 50%   79C    P2   291W / 400W |   8396MiB / 12288MiB |    100%      Default |
| 50%   78C    P2   281W / 400W |   8512MiB / 12288MiB |     97%      Default |
| 50%   78C    P2   286W / 400W |   2944MiB / 12288MiB |     92%      Default |
| 50%   78C    P2   279W / 400W |   8804MiB / 12288MiB |     96%      Default |
| 51%   78C    P2   272W / 400W |   5226MiB / 12288MiB |     96%      Default |
| 51%   78C    P2   273W / 400W |   8230MiB / 12288MiB |     96%      Default |
| 51%   78C    P2   272W / 400W |   9232MiB / 12288MiB |     97%      Default |
| 51%   79C    P2   263W / 400W |   9386MiB / 12288MiB |     96%      Default |
| 51%   77C    P2   267W / 400W |   5228MiB / 12288MiB |     94%      Default |
| 51%   78C    P2   269W / 400W |   5226MiB / 12288MiB |     94%      Default |
| 51%   78C    P2   265W / 400W |   9890MiB / 12288MiB |     97%      Default |
| 51%   78C    P2   264W / 400W |   4970MiB / 12288MiB |     95%      Default |
| 51%   77C    P2   263W / 400W |   5228MiB / 12288MiB |     95%      Default |
| 51%   78C    P2   272W / 400W |   5226MiB / 12288MiB |     95%      Default |
| 52%   79C    P2   272W / 400W |   5228MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   279W / 400W |   9308MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   275W / 400W |   8310MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   278W / 400W |   5228MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   274W / 400W |   8864MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   279W / 400W |   8716MiB / 12288MiB |     99%      Default |
| 52%   80C    P2   292W / 400W |   5228MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   292W / 400W |   1758MiB / 12288MiB |    100%      Default |
| 52%   78C    P2   202W / 400W |   3404MiB / 12288MiB |     26%      Default |
| 52%   79C    P2   284W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 52%   78C    P2   279W / 400W |   2812MiB / 12288MiB |     99%      Default |
| 52%   80C    P2   275W / 400W |   9226MiB / 12288MiB |     98%      Default |
| 52%   79C    P2   276W / 400W |   5644MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   273W / 400W |   8660MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   269W / 400W |   9666MiB / 12288MiB |     98%      Default |
| 52%   80C    P2   266W / 400W |   9820MiB / 12288MiB |     99%      Default |
| 52%   78C    P2   271W / 400W |   9990MiB / 12288MiB |     95%      Default |
| 53%   78C    P2   267W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   265W / 400W |  10324MiB / 12288MiB |     95%      Default |
| 53%   79C    P2   263W / 400W |   3424MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   269W / 400W |  10224MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   273W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   273W / 400W |   7522MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   269W / 400W |   7456MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   276W / 400W |   2178MiB / 12288MiB |     96%      Default |
| 53%   79C    P2   269W / 400W |   4460MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   281W / 400W |   9262MiB / 12288MiB |     98%      Default |
| 53%   81C    P2   280W / 400W |   9108MiB / 12288MiB |     99%      Default |
| 53%   81C    P2   280W / 400W |   8970MiB / 12288MiB |     99%      Default |
| 53%   81C    P2   292W / 400W |   5644MiB / 12288MiB |    100%      Default |
| 54%   80C    P2   290W / 400W |   8928MiB / 12288MiB |     98%      Default |
| 54%   80C    P2   284W / 400W |   9064MiB / 12288MiB |     97%      Default |
| 55%   81C    P2   276W / 400W |   6042MiB / 12288MiB |     95%      Default |
| 55%   80C    P2   279W / 400W |   2204MiB / 12288MiB |     99%      Default |
| 56%   81C    P2   278W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 57%   80C    P2   273W / 400W |   5644MiB / 12288MiB |     97%      Default |
| 57%   79C    P2   275W / 400W |   9802MiB / 12288MiB |     95%      Default |
| 58%   81C    P2   269W / 400W |   6126MiB / 12288MiB |     97%      Default |
| 58%   80C    P2   269W / 400W |   5644MiB / 12288MiB |     98%      Default |
| 58%   81C    P2   264W / 400W |  10306MiB / 12288MiB |     97%      Default |
| 58%   80C    P2   270W / 400W |   5642MiB / 12288MiB |     99%      Default |
| 58%   81C    P2   269W / 400W |  10242MiB / 12288MiB |     97%      Default |
| 58%   79C    P2   273W / 400W |   5644MiB / 12288MiB |     96%      Default |
| 58%   81C    P2   283W / 400W |   9428MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   275W / 400W |   3404MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   274W / 400W |   2464MiB / 12288MiB |     97%      Default |
| 58%   79C    P2   276W / 400W |   5644MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   284W / 400W |   3868MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   283W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   286W / 400W |   8226MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   292W / 400W |   2812MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   288W / 400W |   8202MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   279W / 400W |   9072MiB / 12288MiB |     94%      Default |
| 59%   81C    P2   280W / 400W |   8430MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   278W / 400W |   3404MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   271W / 400W |   5644MiB / 12288MiB |     96%      Default |
| 59%   80C    P2   279W / 400W |   9666MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   275W / 400W |   2218MiB / 12288MiB |     98%      Default |
| 60%   81C    P2   272W / 400W |   9990MiB / 12288MiB |     99%      Default |
| 61%   79C    P2   265W / 400W |   5644MiB / 12288MiB |     92%      Default |
| 61%   79C    P2   274W / 400W |   5642MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   267W / 400W |  10396MiB / 12288MiB |     98%      Default |
| 62%   80C    P2   270W / 400W |   5644MiB / 12288MiB |     95%      Default |
| 59%   80C    P2   271W / 400W |   5644MiB / 12288MiB |     97%      Default |
| 62%   79C    P2   272W / 400W |   5644MiB / 12288MiB |     98%      Default |
| 59%   81C    P2   279W / 400W |   9684MiB / 12288MiB |     93%      Default |
| 59%   81C    P2   282W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 62%   80C    P2   273W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   283W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 62%   80C    P2   287W / 400W |   8304MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   295W / 400W |   5644MiB / 12288MiB |     98%      Default |
| 59%   81C    P2   288W / 400W |   8842MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   285W / 400W |   3404MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   286W / 400W |   5642MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   276W / 400W |   9262MiB / 12288MiB |     96%      Default |
| 59%   80C    P2   280W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   271W / 400W |   5644MiB / 12288MiB |     96%      Default |
| 60%   81C    P2   275W / 400W |   6098MiB / 12288MiB |     99%      Default |
| 60%   81C    P2   273W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 61%   80C    P2   272W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 62%   81C    P2   272W / 400W |  10198MiB / 12288MiB |     95%      Default |
| 63%   80C    P2   274W / 400W |   5644MiB / 12288MiB |     95%      Default |
| 63%   80C    P2   273W / 400W |   9260MiB / 12288MiB |    100%      Default |
| 62%   80C    P2   275W / 400W |   7968MiB / 12288MiB |     93%      Default |
| 63%   81C    P2   271W / 400W |   9990MiB / 12288MiB |     96%      Default |
| 62%   80C    P2   273W / 400W |   8892MiB / 12288MiB |     97%      Default |
| 62%   80C    P2   279W / 400W |   9666MiB / 12288MiB |     99%      Default |
| 63%   80C    P2   273W / 400W |   2176MiB / 12288MiB |     98%      Default |
| 63%   80C    P2   280W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 62%   80C    P2   285W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 63%   80C    P2   288W / 400W |   5644MiB / 12288MiB |     99%      Default |
| 63%   81C    P2   286W / 400W |   8920MiB / 12288MiB |     99%      Default |
| 64%   78C    P2   265W / 400W |   2174MiB / 12288MiB |      0%      Default |
| 67%   78C    P2   188W / 400W |   2174MiB / 12288MiB |     25%      Default |
| 67%   77C    P2   188W / 400W |   2180MiB / 12288MiB |     43%      Default |
| 67%   77C    P2   193W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 67%   77C    P2   202W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 67%   77C    P2   190W / 400W |   2180MiB / 12288MiB |     39%      Default |
| 66%   76C    P2   190W / 400W |   2180MiB / 12288MiB |     26%      Default |
| 66%   76C    P2   187W / 400W |   2180MiB / 12288MiB |     40%      Default |
| 66%   77C    P2   196W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 66%   75C    P2   190W / 400W |   2180MiB / 12288MiB |     26%      Default |
| 65%   76C    P2   182W / 400W |   2180MiB / 12288MiB |     33%      Default |
| 62%   74C    P2   172W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   74C    P2   163W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 62%   74C    P2   161W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   74C    P2   165W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 62%   74C    P2   162W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   73C    P2   164W / 400W |   2180MiB / 12288MiB |     30%      Default |
| 62%   73C    P2   162W / 400W |   2180MiB / 12288MiB |     37%      Default |
| 62%   73C    P2   159W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   73C    P2   161W / 400W |   2180MiB / 12288MiB |     36%      Default |
| 62%   73C    P2   158W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   72C    P2   161W / 400W |   2180MiB / 12288MiB |     36%      Default |
| 62%   72C    P2   157W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 62%   72C    P2   159W / 400W |   2180MiB / 12288MiB |     34%      Default |
| 62%   72C    P2   156W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   72C    P2   159W / 400W |   2180MiB / 12288MiB |     33%      Default |
| 62%   72C    P2   156W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   72C    P2   158W / 400W |   2180MiB / 12288MiB |     19%      Default |
| 62%   72C    P2   155W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 61%   71C    P2   155W / 400W |   2180MiB / 12288MiB |     26%      Default |
| 61%   71C    P2   157W / 400W |   2180MiB / 12288MiB |     32%      Default |
| 61%   71C    P2   154W / 400W |   2180MiB / 12288MiB |     26%      Default |
| 59%   71C    P2   153W / 400W |   2180MiB / 12288MiB |     23%      Default |
| 59%   72C    P2   154W / 400W |   2180MiB / 12288MiB |     17%      Default |
| 59%   71C    P2   156W / 400W |   2180MiB / 12288MiB |     29%      Default |
| 59%   71C    P2   153W / 400W |   2180MiB / 12288MiB |     23%      Default |
| 59%   71C    P2   152W / 400W |   2180MiB / 12288MiB |     24%      Default |
| 59%   71C    P2   154W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 59%   71C    P2   156W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 58%   70C    P2   152W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 58%   71C    P2   152W / 400W |   2180MiB / 12288MiB |     16%      Default |
| 58%   70C    P2   154W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 58%   70C    P2   152W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 58%   70C    P2   150W / 400W |   2180MiB / 12288MiB |     23%      Default |
| 58%   70C    P2   153W / 400W |   2180MiB / 12288MiB |      3%      Default |
| 58%   70C    P2   151W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 61%   70C    P2   151W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 62%   70C    P2   150W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 61%   70C    P2   149W / 400W |   2180MiB / 12288MiB |     13%      Default |
| 60%   70C    P2   153W / 400W |   2180MiB / 12288MiB |     32%      Default |
| 59%   70C    P2   150W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 58%   70C    P2   153W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 56%   70C    P2   150W / 400W |   2180MiB / 12288MiB |     22%      Default |
| 56%   70C    P2   150W / 400W |   2180MiB / 12288MiB |      2%      Default |
| 55%   70C    P2   148W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 54%   70C    P2   147W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 53%   70C    P2   147W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 53%   69C    P2   146W / 400W |   2180MiB / 12288MiB |     23%      Default |
| 52%   70C    P2   149W / 400W |   2180MiB / 12288MiB |     25%      Default |
| 52%   69C    P2   150W / 400W |   2180MiB / 12288MiB |     38%      Default |
| 52%   70C    P2   147W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 52%   69C    P2   147W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   146W / 400W |   2180MiB / 12288MiB |      9%      Default |
| 52%   70C    P2   146W / 400W |   2180MiB / 12288MiB |      4%      Default |
| 52%   69C    P2   149W / 400W |   2180MiB / 12288MiB |     32%      Default |
| 52%   69C    P2   146W / 400W |   2180MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   146W / 400W |   2180MiB / 12288MiB |     27%      Default |
| 52%   69C    P2   146W / 400W |   2180MiB / 12288MiB |     18%      Default |
